"review","sentiment","reviewer","score","type","stay"
"This hotel deserves 5 stars! Stayed at this hotel with my family for graduation day, booked premier room and was upgraded to executive room! The service was excellent, we waited at executive lounge while waiting for check in and served us with tea and fresh juices while we already got our welcome drinks which was beras kencur & kunyit. We can also check out at executive lounge. They keep serving us with drink and snacks if we wait there. Mini bars are free and they refill it everyday. I asked for recommend make up and hair do in town and mba Tika gave excellent information and choice. I was impressed with this hotel service and friendly staffs. The breakfast was great! So many choices from indonesians to western. The hotel got large pool and high wifi speed too. Definitely will…","Positive","Ferawati F",5,"Traveled on business","January 2017"
"My second time and Tantrum never fails to impressed me. Stayed at the Kraton Suite and it is one of the most amazing experience to stay on such a beautiful room coupled with a breathtaking view & top of the class facilities.  Thank you Tantrum & See you real soon!","Positive","nathanielkainama",5,"Traveled with family","January 2017"
"This is my best hotel experience in Yogyakarta. This city is historic and touristy, famous for historic monuments, temples, and such. Its hotels usually follow the same pattern. This hotel is different. It's a modern/resort-style 5-star hotel in the middle of the city with all of its amenities. Lovely pool, rooms, and lobby.  Highly recommended if you're looking a for modern hotel with a touch of local taste.","Positive","traveljunkie13",5,"Traveled with family","September 2016"
"Dua kali menginap dihotel tentrem and i'am always happy see the all staff very friendly and proactive.Welcome drink nya beda dgn hotel2 yg lain,i love kunyit asam so much.  Really enjoyed staying at Hotel Tentrem,menu breakfast di resto kayu manis(pardon,if i'm wrong)menu western&traditional food from indonesia.Must try ice cream dgn rasa yg unique. Satu lagi yg saya suka selama nginap di hotel tentrem,pas buka laci isi nya produk***o mun**l.  Overall,hotel tentrem highly recommended","Positive","Nina n",5,"Traveled with family","September 2016"
"Well i've been having a meeting with collague Its a quite lovely place  Various menu and dishes they offered Surprisingly the rate not too high Its a very recommended restaurant  yogyakarta region You have to visit here ","Positive","Yan L",5,"Traveled with family","January 2017"
"We stayed three nights here, everything about this hotel is great.  The room is nice and clean which is my top priority, breakfast is great with lots of varieties from western to typical Indonesian.  Scent of lemon grass essential oil are being used all over the hotel - love it.  All employees tried very hard to please.  I will highly recommend any of you out there to consider hotel tentrem","Positive","ortzaig",5,"Traveled on business","January 2017"
"Was in Yogyakarta for a family wedding at the Borobudur Temple.  Anyways, been to Tentrem a few times and it has always been a reliable choice. It somewhat lacks the culture that Jogja is famous for, but it is clean, professional, great pool, and have a great collection of food for the breakfast spread.  This is a no risk choice.","Positive","Jullian G",5,"Traveled with family","August 2016"
"We stayed 2 nights at Hotel Tentrem and ended up having a wonderful staycation as we mostly stayed at the hotel instead of going out. My 5 year old loved it so much he actually complained about having to go back to Jakarta. The best part was the pool and the kids playground. They provided swim floaters, swimming boards for the kids. There are rocking chairs by the pool. The indoor kids playground is pretty big, keeping the kids occupied while I enjoyed the spa. The room was spacious and comfortable. For breakfast, lots of selection with more Indonesian food options, which were yummy. My favorites were Dawet and Kupat Tahu. Since we stayed during a low season, the rate was quite reasonable for this level of hotel. All members of the staff are courteous and knowledgeable.  The TV…","Positive","Nelda H",5,"Traveled with family","January 2017"
"I like mostly everything about it, the room, food, bar, gym, pool is too small I think. It was nice stayed here with my family. I will comeback again. PS: You should try their signature ice cream which is ""tolak angin"" ice cream (google 'tolak angin"" if you don't know)","Positive","epheph",5,"Traveled with family","July 2016"
"After reading so much good review and rather expensive room rate, my expectations are rather high. First of all the location is a bit out of way from everything, you need a car to get to malioboro, there is K circle across the street and some small restaurant along the road. The hotel are really crowded during the Christmas holiday, we have booked one month earlier and requested for rooms that are next to each other as we were travelling with children and elderly but unfortunately when checked in were told that the hotel are fully booked so we have to take rooms that are far apart. Breakfast are jam packed with people, not very pleasant experience, food are average. We had very bad experience in their Chinese restaurant (Summer Palace), the service and attitude of the staffs are…","Positive","sharlim",3,"Traveled with family","December 2016"
